id,text,lang,user_id,user_name,user_location,user_geo_enabled,user_lang,place,date
1509557875617800200,RT @GlasnostGone: The irony. A commemorative WW2 Russian tank looks down on the wreckage of modern day Russian tanks. Russian tanks who lik…,en,2333826209.0,Ludmila,,True,,,2022-03-31
1509502467909824512,RT @Dieter_Stein: „Es werden Tausende Flüge sein… es werden 8-10 Millionen Geflüchtete kommen und wir werden sie alle aufnehmen.“ Annalena…,de,815829968.0,Frans van den Mosselaar,Wassenaar,True,,,2022-03-31
1509623815755771909,"RT @fufufnyk0: Ukrainian delegation is setting #Ukraine up with the awful idea of ""security guarantees"" and ""neutrality"" 

They haven't lea…",en,3365636475.0,Raiko Aasa,"Vastseliina, Eesti",False,,,2022-03-31
1509659998284095500,"A very simple question ..

Where are the Billions of Western Aid to #Ukraine truly going ? 🧐",en,1.0985584316932874e+18,Georgie Says,,False,,,2022-03-31
1509544840110956561,"RT @againstwar_nfts: No one wins war.
Stand against it 🗣
#Ukraine #UkraineRussiaWar 

#MINT your favourite peace nightingale  🦢 https://t.c…",en,1.382544898163843e+18,ale.,rumah siapa we lah,False,,,2022-03-31
1509547706611486726,RT @shahidsiddiqui: #Russia 's Foreign Minister @sergeylavrov has arrived in #India for a scheduled visit. He will meet Indian Prime Minist…,en,1.4722343041177682e+18,Jyothi D,,False,,,2022-03-31
1509679451453468679,"RT @UAWeapons: #Ukraine: UA forces captured a Russian T-90A tank in very good condition. For those who are unaware, this is one of the most…",en,1.3445493826250465e+18,Petteri,"Washington, DC",False,,,2022-03-31
1509332677710778371,"RT @halyapuff: #Russia tries to imprison blind and disabled #Ukrainian from occupied #Crimea on insane ‘terrorism’ charges 
#FreeSizikov #U…",en,2843414261.0,Maria Goodyear,,False,,,2022-03-31
1509496084443406336,,,,,,,,,2022-03-31
1509435800135557122,gli hacker russi hanno tentato di infiltrarsi nelle reti della nato  - Cronache #hacker #russi #tentato… https://t.co/VsFA67VUg3,it,27007409.0,Parliamo di…,Italy,False,,,2022-03-31
1509545179065163783,"RT @kojiskojis: 4月2日（土）14時に、モスクワ、サンクトペテルブルク、その他のロシアの都市で抗議行動が行われるとのこと。
#StopPutinNOW 
#NoWar 
#PutinWarCriminal",ja,723376530.0,にゃん太郎,,False,,,2022-03-31
1509346377842806789,"RT @UAWeapons: #Ukraine: A Russian cargo truck, said to be loaded with 125mm and 152mm ammo (For Tanks and Howitzers respectively) was dama…",en,3399424287.0,✙ 🇺🇦 Starbuck💫,,False,,,2022-03-31
