id,created_at,text,truncated,source,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,possibly_sensitive_appealable,lang,user_id,user_name,user_screen_name,user_location,user_description,user_protected,user_followers_count,user_friends_count,user_listed_count,user_created_at,user_favourites_count,user_utc_offset,user_time_zone,user_geo_enabled,user_verified,user_statuses_count,user_lang,user_contributors_enabled,user_is_translator,user_is_translation_enabled,user_default_profile,user_following,user_follow_request_sent,user_translator_type,user_withheld_in_countries
1500158510037884928,Sat Mar 05 17:17:15 +0000 2022,RT @NG62101: Servirá de algo? #Putin se reúne c/el primer ministro israelí en Moscú p/discutir la situación en 🇺🇦 #CubaVive @Francis_Habana…,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,False,5.0,0.0,False,False,,,es,7.536598595439247e+17,AleLRoss,AleLRoss198,,"Si deshecha en menudos pedazos llega a ser mi bandera🇨🇺 Algún día, nuestros muertos alzando los brazos, ¡la sabrán defender todavía! Cuba #DeZurdaTeam 🤝🐺🐬",False,30366.0,7342.0,35.0,Thu Jul 14 18:38:07 +0000 2016,336650.0,,,True,False,399444.0,,False,False,False,True,False,False,none,[]
1500066841422548993,Sat Mar 05 11:12:59 +0000 2022,"#UkraineRussianWar
＃Germany
#France
#Uk
#Poland
#Honduras
#NATO
#EU
#America
#Japanese
#Switzerland https://t.co/xiwSBX87He",False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,True,0.0,0.0,False,False,True,False,qht,1.2486130893201326e+18,吳 lily,aaa_5438,"新北市, 台灣",,False,41.0,708.0,0.0,Fri Apr 10 14:06:01 +0000 2020,32.0,,,False,False,2416.0,,False,False,False,True,False,False,none,[]
1500211345429463040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499901630438912001,Sat Mar 05 00:16:30 +0000 2022,"RT @peace1: I can’t keep my pet because….
We just don’t have time for them.
We have to move…etc etc 
If your pet means enough to you, you w…",False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,False,308.0,0.0,False,False,,,en,1.4415854873160622e+18,Rasaheidel ✡️🌊☕️🎨🏔,demsoc1973,,"Just an unperson pretending that I still exist. Gen X. Democratic Socialist. A devout introvert, but still sardonic. Anti-Trump and anti-Fascist as they come.",False,1643.0,1795.0,0.0,Sat Sep 25 02:09:25 +0000 2021,33189.0,,,True,False,22931.0,,False,False,False,True,False,False,none,[]
1500038028039004160,Sat Mar 05 09:18:29 +0000 2022,"RT @CGTNOfficial: Azov Battalion blew up a building where 200 people, mostly women and children, were trapped under the rubble, #Russia’s T…",False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,False,247.0,0.0,False,False,,,en,1.2269493236336271e+18,People's Republic of New England🍞🌹,ReturnOfPRNE,Wouldn't you like to know,"Office of the General Secretary of the Government in Exile of the People's Republic of New England. 

Rome never looks where she treads.",False,1564.0,2798.0,7.0,Mon Feb 10 19:21:41 +0000 2020,24783.0,,,False,False,6472.0,,False,False,False,True,False,False,none,[]
1500183836541722626,Sat Mar 05 18:57:53 +0000 2022,RT @watchmans_way: A pilot of the Russian Navy was shotdown and captured by #Ukraine. Russian Air force aircraft have also been shotdown to…,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,False,125.0,0.0,False,False,,,en,2988330056.0,|||มคคูซ ไม่ใช่มาโซคิส🏳️‍🌈,macooz,,Dysthymia • maybe you should talk to someone,False,403.0,1089.0,4.0,Sun Jan 18 10:11:02 +0000 2015,32555.0,,,True,False,539556.0,,False,False,False,False,False,False,none,[]
1499903808398372868,Sat Mar 05 00:25:09 +0000 2022,"RT @HadrienPean: How NATO works is exactly why it collects many critics, and the most consistent ones. Putin sees NATO as the following : ""…",False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,True,29.0,0.0,False,False,,,en,1.1939907550371348e+18,@1 Human Race.,Enigma73551114,,,False,126.0,583.0,2.0,Mon Nov 11 20:37:54 +0000 2019,78250.0,,,False,False,63628.0,,False,False,False,True,False,False,none,[]
1500193363391356932,Sat Mar 05 19:35:44 +0000 2022,RT @ZelenskyyUa: Had a phone conversation with 🇧🇬 Prime Minister @KirilPetkov. On the agenda of the talks - the course of countering Russia…,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,False,7740.0,0.0,False,False,,,en,1.471799025296937e+18,Begonvil Meftunu🇺🇦🇺🇦🇺🇦,begonvilmeftunu,世界,"Benim adayım @ErtugrulGunay

ENFJ BİREY",False,133.0,14.0,0.0,Fri Dec 17 11:07:08 +0000 2021,7032.0,,,False,False,8632.0,,False,False,False,True,False,False,none,[]
1499952578448310275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500027084386807814,Sat Mar 05 08:35:00 +0000 2022,"RT @Zandarmeria: Warto przeczytać o tym, jak radzić sobie z poczuciem zagrożenia i strachem w związku z konfliktem zbrojnym na #Ukraina. Po…",False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,False,87.0,0.0,False,False,,,pl,1.2683198196880015e+18,Your local cat-petter 🌲:,NorthPoleCat7,Europe,"Unsuspected homemaker. Weteran Londynu. Lubię tradycyjne i ekologiczne. Nomad. SUWALSZCZYZNA REPRESENTS.

 🇵🇱🇬🇧🇸🇪🇫🇮

ن",False,225.0,739.0,0.0,Wed Jun 03 23:18:22 +0000 2020,36286.0,,,False,False,10823.0,,False,False,False,True,False,False,none,[]
