id,text,lang,user_id,user_name,user_location,user_geo_enabled,user_lang,place,date
1509109913716408323,"RT @intuslegens: Suono Rachmaninoff da quando avevo tredici anni.
A sedici ho letto l'intera opera di Dostoevsky.
Non sopporto che si parli…",it,2275311149.0,Ettore Fanini,Roma,True,,,2022-03-30
1508958512185020421,ВИБРАВ... https://t.co/8LlTr56QNS,uk,1.4948305691710792e+18,Bogdan Melnyk,,False,,,2022-03-30
1509005816074059776,"RT @andThisAndThat: Romney: Second #Trump term would force #NATO to ""rethink"" reliance on U.S.

How can #Trump run again when he tried to r…",en,1.0773610051209421e+18,RodgerC 🌈,"Tennessee, USA",False,,,2022-03-30
1509014646920949761,"RT @new27brigade: 3/30.  果不其然，這傢伙花邊消息還真多，車臣領袖卡德羅夫之前謊稱在基輔前線，現在聲稱他在烏克蘭馬里波地區，照片中在一處烏克蘭的加油站進行禱告和整備，但是注意左上角的加油站公司標誌，烏克蘭全境沒有這家石油公司

俄羅斯想幫他打大外宣，結果…",zh,1.135399357136511e+18,男德班班长,索拉里星,False,,,2022-03-30
1509179624374382600,@IrishTimes “Russian plan to de-escalate” sounds funny. How somebody still can believe Kremlin? #StopPutin #RussiaInvadedUkraine,en,9.63040878003671e+17,iz,"Prague, Czech Republic",False,,,2022-03-30
1509222884484526083,"RT @MrKovalenko: After his victory yesterday in #Philadelphia, #USA over a local Isa Sheldon, a #Kazakh boxer Temirlan Rakumov made headlin…",en,16969385.0,occono 🇺🇦🌻🇦🇲🇹🇼🇵🇸🇪🇺🇮🇪🏳️‍🌈,"Cork, Ireland",True,,,2022-03-30
1509052051468300293,RT @alisavos_torg: @AnonOpsSE @YourAnonNews The level of hate in #Russia toward #Ukraine. This is RU journalist and public figure @krasovki…,en,765313885.0,Александра 🇺🇦,Ukraine ,True,,,2022-03-30
1509183006539456522,"RT @olgatokariuk: A thread on what you can do to #SupportUkraine #StandWithUkraine. First things first: go out to the streets, protest, sho…",en,1.1987149808514703e+18,🇺🇦 illuminatiomea 🇺🇦,,False,,,2022-03-30
1509278238442332168,"RT @IntelNessa: NEW: Russia launches strikes that hit a Red Cross building in Mariupol, Ukraine.

#Ukraine #Russia #UkraineRussiaWar https:…",en,16476429.0,"Caffeine, PhD 🌻 🏳️‍🌈 ☕ 🌍",The Desert. ,False,,,2022-03-30
1509275660732145665,"Russian Fascists salting the earth in #Ukraine with antipersonnel mines.

The “Ukrainian Deminers Association” NGO… https://t.co/uR4uRL4dL9",en,246667561.0,Pete Quily,"Vancouver, BC",False,,,2022-03-30
