id,created_at,text,truncated,source,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,possibly_sensitive_appealable,lang,user_id,user_name,user_screen_name,user_location,user_description,user_protected,user_followers_count,user_friends_count,user_listed_count,user_created_at,user_favourites_count,user_utc_offset,user_time_zone,user_geo_enabled,user_verified,user_statuses_count,user_lang,user_contributors_enabled,user_is_translator,user_is_translation_enabled,user_default_profile,user_following,user_follow_request_sent,user_translator_type,user_withheld_in_countries
1512496877748510727,Fri Apr 08 18:25:31 +0000 2022,RT @ZevsAndromeda: Посмотрите видео от заноза! #TikTok https://t.co/dTQPr2QiMR #Ukraine #Odesa #Я #ТЫ #Они #ufogerscommunity,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,False,1.0,0.0,False,False,False,False,ru,9.870024457117573e+17,Andromeda Zevs Ufogercommunity,ZevsAndromeda,World Space UFogercommunity 🌍,НЛО игры UFO Gaming ($UFO) это всегда полностью децентрализированныйтокен межгалактический социальных игр. Сайт 👽🗝🚪🎁🌍🌈🌍🚀💋👽,False,1128.0,4794.0,15.0,Thu Apr 19 16:18:15 +0000 2018,27111.0,,,True,False,35125.0,,False,False,False,True,False,False,none,[]
1512446703793852423,Fri Apr 08 15:06:08 +0000 2022,"RT @libe: 🔴 Guerre en #Ukraine : attaque sur la gare de #Kramatorsk, bilan provisoire de 39 morts et plus de 100 blessés

2 roquettes se so…",False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,False,28.0,0.0,False,False,,,fr,7.199719739594547e+17,Lisa Simpson 2024🇺🇲🇨🇵,Hopemali1,,Anti-facists 🚵🏽‍♀️,False,278.0,85.0,0.0,Tue Apr 12 19:34:29 +0000 2016,260502.0,,,False,False,23369.0,,False,False,False,True,False,False,none,[]
1512447982666407938,Fri Apr 08 15:11:13 +0000 2022,#StandWithUkraine #Ζελενσκι_Βουλη #Ουκρανία #PutinWarCriminal #StopRussia https://t.co/0zmwcyfz9N,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,False,1.0,0.0,False,False,False,False,qme,1.3253864866955182e+18,Katerina,k0302_,"Θεσσαλονίκη, Ελλάς",,False,191.0,1385.0,0.0,Sun Nov 08 10:35:48 +0000 2020,1781.0,,,False,False,242.0,,False,False,False,True,False,False,none,[]
1512465483609554944,Fri Apr 08 16:20:46 +0000 2022,"On #VMNews at 5:30

🔴Tony Holohan's controversial job move put on hold
🔴Frontline staff “grossly disappointed” by d… https://t.co/cGqmc9S2nb",True,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",,,,,,,,False,0.0,0.0,False,False,False,False,en,72820731.0,Virgin Media News,VirginMediaNews,"Dublin, Ireland","Virgin Media News is Ireland's national independent television news service 📺12.30, 5.30 and 7pm on Virgin Media One",False,93800.0,233.0,516.0,Wed Sep 09 10:28:47 +0000 2009,80.0,,,True,True,90486.0,,False,False,False,False,False,False,none,[]
1512402416578318344,Fri Apr 08 12:10:09 +0000 2022,RT @RpsAgainstTrump: Russia is no longer a member of the UN Human Rights Council and the next body they should be removed from is Interpol.…,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,False,151.0,0.0,False,False,,,en,7.787201263087903e+17,Deborah Bootcheck,DBootcheck,,,False,325.0,272.0,1.0,Wed Sep 21 22:18:41 +0000 2016,296182.0,,,False,False,280164.0,,False,False,False,True,False,False,none,[]
1512480268480700418,Fri Apr 08 17:19:31 +0000 2022,@Bundeskanzler @ABaerbock Wo sind die Marder?? #Ukraine https://t.co/txU6KAHbkL,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,1.4891647116524667e+18,Bundeskanzler,,,,,True,0.0,0.0,False,False,False,False,de,395922809.0,Dirk van den Brock,Dirk569,"Lindlar, Deutschland",,False,25.0,117.0,0.0,Sat Oct 22 13:32:13 +0000 2011,4821.0,,,False,False,3955.0,,False,False,False,True,False,False,none,[]
1512364653061488642,Fri Apr 08 09:40:06 +0000 2022,RT @lesiavasylenko: #Ukraine continues to demilitarize #Russia: 150 russian fighter jets down. This is more jets than Poland 🇵🇱 and the UK…,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,False,1742.0,0.0,False,False,,,en,2375419411.0,Michał Kreczmański 🇵🇱🇺🇦 #StandWithUkraine,mikeKreczmanski,"Warsaw, Poland",entrepreneur | https://t.co/TxDmoQZbxQ - communications & public relations matter to your business | StartUp: https://t.co/GG84ogCCDc - AnOther Family Game,False,245.0,1571.0,18.0,Thu Mar 06 14:02:20 +0000 2014,12261.0,,,True,False,23601.0,,False,False,False,True,False,False,none,[]
1512318539729981441,Fri Apr 08 06:36:52 +0000 2022,"The face of #russia
#looters #killers #WARINUKRAINE 
#UkraineUnderAttack #Stop_russian_agression #StopThisWar… https://t.co/BBMUoxnuZm",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,False,0.0,2.0,False,False,False,False,en,1.498346641279099e+18,Настя💙💛,besstrasnij1,Україна,"Україна єдина,незламна,непереможна 
#StandWithUkraine #УкрТві #SaveAzov",False,114.0,98.0,3.0,Mon Feb 28 17:18:33 +0000 2022,1541.0,,,False,False,1057.0,,False,False,False,True,False,False,none,[]
1512241063150325764,Fri Apr 08 01:29:00 +0000 2022,"Discover ""Teardrops"" by Modis Chrisha - on Shazam 
#weekend #Trending  #music #Peace @AppleMusic
 #India #Ukraine… https://t.co/9OfzKLXzY8",True,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,False,0.0,0.0,False,False,False,False,en,1.199689710098096e+18,Modis Chrisha,ChrishaModis,United Kingdom,Music Producer - Artist - Entrepreneur // Conceptual and electronic music productions. Individual art design works.,False,200.0,485.0,2.0,Wed Nov 27 14:01:45 +0000 2019,2544.0,,,False,False,23467.0,,False,False,False,True,False,False,none,[]
1512437627777126405,Fri Apr 08 14:30:04 +0000 2022,"RT @morgensterenko: ❗️❗️❗️DO NOT DONATE THIS ""FOUNDATION""❗️❗️❗️
@zaborona_media and @KSergatskova is russian state affiliated ""pro-🇺🇦"" medi…",False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,True,112.0,0.0,False,False,,,en,2229911558.0,🇺🇦Av Tomat,ihor_autolab,L`viv,Гівнокодю на благо країни,False,55.0,154.0,5.0,Wed Dec 04 13:25:07 +0000 2013,24079.0,,,False,False,9233.0,,False,False,False,True,False,False,none,[]
