id,text,lang,user_id,user_name,user_location,user_geo_enabled,user_lang,place,date
1514736557139374085,RT @UAWeapons: #Ukraine: A Ukrainian BTR-4 took out a Russian tank with 30mm autocannon fire in #Donetsk Oblast recently. https://t.co/PCuk…,en,1.4643266249636086e+18,Kuba Zajac,Zurich,False,,,2022-04-14
1514486631419584515,RT @nexta_tv: Police arrested the yacht of #Putin's oligarch and senator Suleiman #Kerimov on #Fiji islands. https://t.co/1X5VNJQI63,en,8.905776303277056e+17,Miki98 🇺🇦,"Piemonte, Italia",False,,,2022-04-14
1514601458653487113,"RT @NichkaNightUA: ‼️Якщо ви опинилися в окупації чи вам потрібно, наприклад, проїхати через блок-пост рашистів, життєво важливо захистити…",uk,289217094.0,Беларусь перадусім !,"Belarus,Minsk",False,,,2022-04-14
1514692934909763596,"RT @ExwApopsi_: Ποιος θεούλης το έφτιαξε αυτό;;
😂😂😂😂😂😂
#Moskva #PutinWarCriminal #Ρωσία https://t.co/juHSKgbAKE",el,1.4012331727093965e+18,DIM_SP.🇬🇷🇺🇦,,False,,,2022-04-14
1514577808869281804,"RT @PiotrWiel: Zestresowane syrenami ukraińskie dzieci. Według szatana @KramerGrzegorz wyrosną z nich patologiczni rodzice i dziadkowie, pr…",pl,1.1772417198527365e+18,Greg9,,False,,,2022-04-14
1514570022710124549,,,,,,,,,2022-04-14
1514499367239098368,RT @TpyxaNews: The Czech Republic sent to Ukraine another echelon with multiple launch rocket systems RM-70 (Czechoslovak version of the So…,en,1104308588.0,Kirsten Feldges,,True,,,2022-04-14
1514432303988154369,"RT @AbrehamHoney: As the world focuses on #Ukraine, we urge UN members to not forget Tigray. This is a region that has been cut off from th…",en,1.4837074030990623e+18,kirosawit 💙gual raya💙🌾🌽,,True,,,2022-04-14
1514626175603253250,"🟩 Remitly Global (Information Technology) is suspending 💼 in 🇷🇺.

Current action: stop accepting new users in… https://t.co/RD4joA9AyL",en,1.5129300478496358e+18,WhoFundsTheWar,,False,,,2022-04-14
1514420896059969538,,,,,,,,,2022-04-14
1514695438225530881,@_quickben @m3tamoguls Hi everyone! I just wanted to share something wholesome with you today. People at… https://t.co/3ObmzcCV02,en,1.4880503565589955e+18,Peter,,False,,,2022-04-14
1514651401066065920,RT @Hoellenaufsicht: WEIL RUSSLAND DIE UKRAINE AUSLÖSCHEN WILL UND DAS AUCH VÖLLIG KLAR KOMMUNIZIERT UND DIE UKRAINE DARAN GAR NICHTS ÄNDER…,de,569786814.0,🟥 Le Lars Kehlen real 4💉,Nuss,True,,,2022-04-14
1514590558907506699,"Candid will continue to track the global philanthropic response to the crisis in #Ukraine.

See the full article an… https://t.co/Qm9SJMQu1g",en,29562655.0,Candid,"NY, VA, DC, CA, GA, OH, and in a community near you",True,,,2022-04-14
1514590082048667650,"RT @Dividist: #Ukraine knows what they need to defeat #Putin's #RussianInvasion.

Here's an idea. Give them everything they say they need.…",en,733029576.0,Clinical “Sniffer” Clarke,,True,,,2022-04-14
1514585177519009793,RT @AdamKinzinger: Russian soldiers are pure evil.  Daily reminder,en,88060543.0,Jason D,,False,,,2022-04-14
1514602967613120526,🇺🇳🇺🇦 https://t.co/Z9hz4t68r9,art,203624697.0,Ｊｕｈａ Ａｉｒｏｌａ 🦄🎺🤡🎠🥁🎡🎢🤹‍♀️🎪,Helsinki,True,,Finland,2022-04-14
1514574748830912516,"RT @UKR_token: El presidente de #Rusia, Vladimir #Putin, ya es considerado por varios de sus homologos como un ""genocida"". 
 
Si estas de a…",es,1.1900747342492058e+18,felipe_caspov,,False,,,2022-04-14
1514440318518710276,"RT @antipa_tia: Raga, ho un contingente #NATO asserragliato in cantina che non vuole uscire e non mi permette di prendere il vino. Che facc…",it,1380163632.0,(((Attila))) 🚜,si vede dove passo ,True,,,2022-04-14
1514562721584492552,"🇺🇦#Ukraine | ""Nous allons veiller désormais à assurer aux plus jeunes la poursuite de leur éducation en multipliant… https://t.co/UvYdxFw86w",fr,1329298158.0,Académie des sciences,Paris,True,,,2022-04-14
1514656565898489859,🇮🇹 #StandwithUkraine 🇺🇦 https://t.co/ZyrlgV1aKY,und,887055386.0,Italy in US,Washington DC,True,,,2022-04-14
1514486512225685506,,,,,,,,,2022-04-14
1514477674424508419,"RT @Naturewatch_org: These dogs were refused entry in to Poland &amp; were told to go back to Odessa, #Ukraine…12 hours away with the Ukrainian…",en,395071595.0,bee.essential,,False,,,2022-04-14
1514542386260627456,Más que genocida https://t.co/aS7HfkmyaN,es,85794709.0,Jomobe 🎧💯,De donde  me apetezca!!!,True,,,2022-04-14
1514513051214565380,RT @zeitonline: Das russische Kriegsschiff #Moskwa ist nach Angaben von Russland bei einer Explosion von Munition schwer beschädigt worden.…,de,2974381390.0,Brunhilde Drot,,True,,,2022-04-14
1514654851732586496,"RT @Europhobe: Matti Maasikas, ambassadeur de l'#UE en #Ukraine avec le drapeau européen. Les européistes font comme si "" l'Europe "" était…",fr,1.1598648759271875e+18,FrexitBot,,False,,,2022-04-14
1514486338480795653,,,,,,,,,2022-04-14
