id,text,lang,user_id,user_name,user_location,user_geo_enabled,user_lang,place,date
1530310471345221633,"RT @PolandMFA: The main topic of the meeting of 🇵🇱🇷🇴🇹🇷 FMs, with the participation of FM @RauZbigniew, was developments in the context of t…",en,1.1706854831160484e+18,yunus emre yildiz,,False,,,2022-05-27
1530233629582008320,“literally trying to wipe out the culture and identity of the Ukrainian people” @POTUS speaking at the… https://t.co/rWdGAQDJrb,en,3383531893.0,New Lines Institute,"Washington, DC",True,,,2022-05-27
1530204704185139200,RT @kambrone64: a reminder #Ukraine,en,1.0791106571051663e+18,ShrekausmOsten_Z,,False,,,2022-05-27
1530234332459286531,,,,,,,,,2022-05-27
1530324078908817409,"RT @olex_scherba: “When it gets scary, I remind myself why I’m here. To stop this evil. To not let it spread.”
An incredible video from a y…",en,22980811.0,Borislav Kandov 🇺🇦 ❤️,Bulgaria,False,,,2022-05-27
1530199656147390466,"RT @MeliTsegu: #AfricaDay
As the world focuses on #Ukraine, we urge @USAGov &amp; @UN members to not forget Tigray, a region cut off from the w…",en,1.367804270138032e+18,Fana Tsegay,,False,,,2022-05-27
1529989268029906944,,,,,,,,,2022-05-27
1530215072282431489,"An individual first aid kit is an important element of any soldier’s uniform. We are providing the same US-made, mi… https://t.co/hTtwf1KzuM",en,75363481.0,Spirit of America,"Arlington, VA",False,,,2022-05-27
1530172816024170498,"RT @NidalAbdulmonem: All focus on #RussianWarCrimes &amp; #CrimesAgainstHumanity in #Ukraine now, BUT having thouroughly documented theirs in #…",en,1.365237016753959e+18,SuehiroKa,,False,,,2022-05-27
1530046496992903168,"RT @kiraincongress: Kharkiv, hold on! Russia is again terrorising the city's civilians with multiple rocket launchers and artillery.  Seven…",en,1.2179063444953948e+18,Grażyna,,False,,,2022-05-27
1530092494439981056,A new form of malware engineered to wipe data deployed in recent cyberattacks on Ukraine prior to the Russian invas… https://t.co/IJqPMpXkD1,en,543285814.0,Galaxkey,"London, USA, India, Dubai",True,,,2022-05-27
1530145211724201984,@DavidAlanRoden @M11Berlin @rivalta_danilo https://t.co/CCd3UOM7vY,qme,1.1586269782802514e+18,Michael Frömmel,"Ghent, Belgium",True,,,2022-05-27
1530281699048935425,"RT @Harri_Est: 🇷🇺🤬🤬🤬 Video sent by a friend from National Guard unit in Donbas who we are helping with protective gear. No words really!
#S…",en,1.0225462529055662e+18,Федір,,True,,,2022-05-27
1530124374438776833,RT @astroehlein: MEP @PeterPollak8 of Slovakia says he’s surprised the Czech Republic cannot help a few hundred Romani refugees from #Ukrai…,en,208072082.0,marypg keating aka Mary-the-Cat,ethers,False,,,2022-05-27
1530239412789030912,RT @29Pat2: @24hPujadas @jmaphatie https://t.co/QrqpKRSv8B,qme,1.457498646447108e+18,Patrick BERNARD,"Quimper, France",False,,,2022-05-27
1530009514308673537,"The vaccines can cause severe side effects and death.
Ron Johnson is someone who is working to bring these injuries… https://t.co/WE0i89WU89",en,15928761.0,Parallel Sky,,False,,,2022-05-27
1529992540346372098,"Отидете на себе си, Путин!
(Bulgarian)

#Ukraine #PutinWarCrimes #UkraineUnderAttack #IStandWithUkraine",bg,1.4997631236030505e+18,Fuck Putin Bot - #StandWithUkraine 🇺🇦,,False,,,2022-05-27
1530061103140638721,Are there any countries or nations that have voluntarily joined as part of #Russia?  So in the same way that a coun… https://t.co/sJqTLIMjcW,en,238988336.0,Martti Kyllönen ❤ 🇺🇦,"Helsinki, Finland",False,,,2022-05-27
1530144893556998146,"RT @armyinformcomua: 🤲 Our ""today"" is held in the hands of the defenders of #Ukraine️.

✊The task of #Ukrainians is to keep their ""tomorrow…",en,2611801422.0,NSDC of Ukraine,"Kyiv, Ukraine",False,,,2022-05-27
1530230834200035329,"RT @Klitschko: What is happening in Ukraine is a war crime. 
The justification of this war crime by Russian media is a very dangerous weapo…",en,2436068769.0,Berend Tuin,,False,,,2022-05-27
1530262239797776391,The latest The  Selfish Meme  Daily! https://t.co/ffng10E5zH Thanks to @Will_Bunch @RobertaSaidThat @DrPjenFI #noh8 #nato,en,98191561.0,CR Shannon,"Bassackwards, OK",True,,,2022-05-27
