id,created_at,text,truncated,source,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,possibly_sensitive_appealable,lang,user_id,user_name,user_screen_name,user_location,user_description,user_protected,user_followers_count,user_friends_count,user_listed_count,user_created_at,user_favourites_count,user_utc_offset,user_time_zone,user_geo_enabled,user_verified,user_statuses_count,user_lang,user_contributors_enabled,user_is_translator,user_is_translation_enabled,user_default_profile,user_following,user_follow_request_sent,user_translator_type,user_withheld_in_countries
1526933770544234499,Wed May 18 14:32:34 +0000 2022,RT @lesiavasylenko: Phosphorus bombs were dropped on this #Avdiivka school. Schools in #Ukraine have been closed for 84 days now. This is h…,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,False,377.0,0.0,False,False,,,en,1.2532677023844065e+18,Mawedler2 😇🙌🏊‍♀️🚴‍♀️🛵🌈🇺🇦ايلكه,mawedler2,,"Roller fahrende Pfarrerin in der Pfalz mit einem Zweitaccount bei Twitter, verheiratet,  Mutter von zwei erwachsenen Kindern & ich liebe das Schwimmen.",False,750.0,1748.0,5.0,Thu Apr 23 10:21:32 +0000 2020,41754.0,,,True,False,36411.0,,False,False,False,True,False,False,none,[]
1527066678663708683,Wed May 18 23:20:42 +0000 2022,"RT @mfa_russia: 💬 #Zakharova: There is hard data on the activities, carried out in the biolabs in #Ukraine with the support of the Pentagon…",False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,False,451.0,0.0,False,False,,,en,147499862.0,Tom,LoveTomLight,EU,"Truth, Family, Oikos, Logos…",False,223.0,905.0,6.0,Mon May 24 08:50:17 +0000 2010,10349.0,,,False,False,22154.0,,False,False,False,False,False,False,none,[]
1527058291783872518,Wed May 18 22:47:22 +0000 2022,RT @lesiavasylenko: #Russia says the largest nuclear power plant in Europe will now be operated by Rosatom and be selling electricity to #U…,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,False,1858.0,0.0,False,False,,,en,217383762.0,Gag Halfrunt 🇺🇦✍️🩸🦷🌊,dmjossel,,@dmjossel@counter.social,False,499.0,1543.0,2.0,Fri Nov 19 11:24:41 +0000 2010,389161.0,,,False,False,119358.0,,False,False,False,False,False,False,none,[]
1526859804693635074,Wed May 18 09:38:39 +0000 2022,"RT @PhilKonieczny: Tegoroczne mistrzostwa świata w kulturystyce wygrywa zawodnik z Urainy z numerem 72
#ukraina #eurowizja #polska https://…",False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,False,458.0,0.0,False,False,,,pl,7.888945403505213e+17,krzysiek79/ Krzysztof Wolski,wiok11,,gdzie duch Pański tam wolność,False,159.0,182.0,0.0,Thu Oct 20 00:08:10 +0000 2016,40708.0,,,False,False,16132.0,,False,False,False,True,False,False,none,[]
1527029634260516866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526930664830173184,Wed May 18 14:20:14 +0000 2022,RT @UAWeapons: #Ukraine: A Russian 2S3M Akatsiya 152mm self-propelled howitzer was captured by the Ukrainian 92nd Mechanized Brigade during…,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,False,318.0,0.0,False,False,,,en,125617484.0,常世思兼 🇯🇵 🇺🇦,1192ponta,日本　🇯🇵,"政治は保守左派、シン安倍さん、シン高市さん、自民党より個人を応援

https://t.co/nD7FaCnor2…",False,2269.0,3717.0,23.0,Tue Mar 23 10:21:34 +0000 2010,83947.0,,,False,False,83495.0,,False,False,False,False,False,False,none,[]
1527003037432262656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526980064125984768,Wed May 18 17:36:31 +0000 2022,RT @Miche22e: A HongKonger in #Ukraine recorded a message in Ukrainian to let the people know that many Hongkongers care! Spreading her wor…,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,False,9.0,0.0,False,False,,,en,1.482755287002288e+18,Doris Lai,Keung_soul,Hong Kong,Be true to yourself. Got inspired by Keung To. IG: https://t.co/YfSbKN2VC9,False,66.0,50.0,0.0,Sun Jan 16 16:43:26 +0000 2022,487.0,,,False,False,382.0,,False,False,False,True,False,False,none,[]
1526987485418512385,Wed May 18 18:06:01 +0000 2022,RT @terror_alarm: 🚨🇹🇷#Breaking: Turkey blocked #NATO to move ahead quickly with the applications of Finland and Sweden. https://t.co/XtXKmW…,False,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,False,11.0,0.0,False,False,,,en,9.729706850636841e+17,MenaNews2022,menanews20181,,,False,15.0,411.0,0.0,Sun Mar 11 23:01:03 +0000 2018,114.0,,,False,False,2179.0,,False,False,False,True,False,False,none,[]
1526841053025906688,Wed May 18 08:24:09 +0000 2022,RT @ArjaPaananen: Hopefully Google will help you to read this story in Finnish. It was nice to meet you both in Tallinn #lennartmericonfere…,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,True,1.0,0.0,False,False,,,en,50409062.0,JJ Green,NATSEC09,"Washington, DC","Nat/Sec Correspondent @WTOP | @TUSApodcast, @podcastCOLORS @insidetheSCIF @RTDNA Director Region 12, host of GLOBAL w/JJ  Green https://t.co/3t3I4iERhC",False,7526.0,1913.0,268.0,Wed Jun 24 19:35:44 +0000 2009,2010.0,,,False,False,14776.0,,False,False,False,False,False,False,none,[]
1526945945245597698,Wed May 18 15:20:57 +0000 2022,RT @UAWeapons: #Ukraine: A Russian 2S3M Akatsiya 152mm self-propelled howitzer was captured by the Ukrainian 92nd Mechanized Brigade during…,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,False,318.0,0.0,False,False,,,en,170133233.0,Sebastián Stryzak 🇦🇷 🇺🇦,SStryzak,Buenos Aires - Argentina,Слава Україні! Героям слава!,False,91.0,193.0,3.0,Sat Jul 24 01:06:23 +0000 2010,61275.0,,,False,False,14200.0,,False,False,False,False,False,False,none,[]
1527011809286291458,Wed May 18 19:42:40 +0000 2022,RT @ElenaMarakov: Der Spiegel berichtet über den Chef der Handelskette #Globus Thomas Bruch. Er verdient weiterhin seine Milliarden trotz A…,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,False,12.0,0.0,False,False,,,de,31960238.0,Peter L aus B,PeterLausB,"Saarland, Deutschland",Nottingham,False,149.0,859.0,1.0,Thu Apr 16 16:37:16 +0000 2009,1152.0,,,False,False,247.0,,False,False,False,True,False,False,none,[]
1527020181515644932,Wed May 18 20:15:56 +0000 2022,RT @Gerashchenko_en: Meet the foreman of the steering team Evgenia Bakai - the first female navigator in the history of the Ukrainian natio…,False,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,False,421.0,0.0,False,False,,,en,1.4976988124204114e+18,Free witch,profevt2011,,Lic. Educação Visual e Tecnológica/reiki essencial/reiki animal/terapeuta animal/Xamanismo/Amo cantar à Lua/Sol com o meu tambor/viciada em livros e Natureza,False,288.0,507.0,2.0,Sat Feb 26 22:23:29 +0000 2022,44510.0,,,False,False,27671.0,,False,False,False,True,False,False,none,[]
1526959120305344512,Wed May 18 16:13:18 +0000 2022,"RT @dmitry_gordon: Артиллерия ВСУ уничтожила командный пункт бригады Черноморского флота РФ, ликвидированы три российских офицера
#Украина…",False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,False,17.0,0.0,False,False,,,ru,1495315232.0,Михаил Лосев,losevmn,            Москва - Коломна. ,"Не был только в Антарктиде и... на Луне. Мой Бог - СОКРАТ: я знаю, что ничего не знаю, а другие не знают даже этого.",False,10107.0,8254.0,70.0,Sun Jun 09 11:08:34 +0000 2013,125393.0,,,True,False,75969.0,,False,False,False,True,False,False,none,[]
