id,text,lang,user_id,user_name,user_location,user_geo_enabled,user_lang,place,date,sentiment,country
1522547437335990278,"RT @DerbyChrisW: Tony Greenstein's latest blog.

In 1933 Hitler banned trade unions and sent thousands of trade unionists to concentration…",en,2540580547.0,Vladimir Suchan,,False,,,2022-05-06,0.5,
1522505274304700422,"RT @AlexKhrebet: “Apartment building number 58. Here lie the dead bodies”
Just one place in #Mariupol. People just bury their neighbours in…",en,1.4979594354105426e+18,UkraineOnTheGround,,False,,,2022-05-06,-0.2,
1522491403628072963,"RT @timand2037: Russia Makes Slow but Steady Progress in #Donbass - Update on #Russian Military Ops in #Ukraine - key point, the #Pentagon…",en,1.2605355144378368e+18,Roger Lim,Retiring in Asia,False,,,2022-05-06,-0.046666666666666676,Philippines
1522530114277416964,"I SUPPORT UKRAINE 🇺🇦

STOP THE WAR

#SlavaUkraini #StopRussia #StopPutin #PutinWarCriminal #NFT #NFTCommunity… https://t.co/Py2Zjea6Kz",en,1.4174631712799867e+18,ʀick ᴡᴇᴢenaar 🏳️‍🌈 // henpai //,"Amsterdam, NL",False,,,2022-05-06,0.0,
1522508272732942336,RT @BogdanKlich: W Borodziance strzelali nie tylko do pomnika Tarasa Szewczenki ale przede wszystkim bombardowali budynki mieszkalne. Szcze…,pl,8.108750992430162e+17,Anna Pawardza,Oblężona twierdza Warszawa,False,,,2022-05-06,,Poland
1522583903323803650,"I stand with Russia,URAAAAAA https://t.co/JtOpbVOhjl",en,2806956526.0,Ustaz David jomo muigai kenyatta,"Nairobi, Kenya 0722736858",True,,,2022-05-06,0.0,Kenya
1522468941213298688,RT @TsFa30428176: Eritrea is a #nation that has emerged from the struggle for #independence #peace &amp; #justice.#Eritreaprevails @tecluLebass…,en,1.3579414383114076e+18,azmera,,False,,,2022-05-06,0.0,
1522455877395091459,"RT @GlasnostGone: ""I want to stress one more time: I feel like this operation has dragged on."" Russia's wind up doll in #Belarus, trying to…",en,1.264298589649584e+18,Daniel Schmidts,🇪🇺,False,,,2022-05-06,0.5,
1522511302169612294,RT @rivalta_danilo: @lucatelese Finalmente una buona notizia . Prima Putin perde e prima finisce questa guerra. Proteggere il Paese aggredi…,it,1.0202490804449649e+18,Dolores Parmeggiani,,False,,,2022-05-06,,
1522535141977079812,,,,,,,,,2022-05-06,,
1522448824580685824,"Анджею Себастіяну Дуді  #Respect 
#Polska 🤝#Ukraine https://t.co/dIJ5HgyYrJ https://t.co/s9c9xzGKUq",uk,2206157308.0,ПаннаꑭLeka🇺🇦,Ukraine,False,,,2022-05-06,,Ukraine
1522471204858343424,"Grattis from Estonia on Ukrainian Infantry day 6th of May
#infantry #infanteri #pansarskytteförhelvete… https://t.co/QodwMorfXs",en,1.4377455938085724e+18,Oliver Mets 🎗,"Eskilstuna, Sverige",False,,,2022-05-06,0.0,Sweden
1522626008418979842,RT @AlexKhrebet: #Ukraine's General Staff reported that #Russia has lost another ship. The MP from Odesa and local media outlets claim it i…,en,4885280953.0,coolcatrr,"Vancouver, British Columbia",False,,,2022-05-06,0.02500000000000001,United States
1522718445695086594,@ScarletJKennedy @caitoz In 1990 when Gorbachev returned occupied East Germany for the purpose of that nation's reu… https://t.co/mnE7rcDFxS,en,2209853149.0,Mark Kalafatas🍀,USA,False,,,2022-05-06,0.0,
1522539617752334340,Ich kenne den Kontext der Aufzeichnung nicht. Aber die russische DIY-Argumentationsstrategie illustriert der Herr s… https://t.co/Q1DjfsCUT7,de,8.837852551566868e+17,Tom Greis ✊🇺🇦 #нетвойне,"Hamburg, Deutschland",True,,,2022-05-06,,Germany
1522472425778200578,"RT @marillion13: Allen pro-russischen #Vollpfosten zum Trotz, ich poste NICHT NUR #Spendenaufrufe für die #Flüchtlinge aus der #Ukraine, so…",de,1633121016.0,Marion Friedl #StandWithUkraine #Boostered #LGBTIQ,"Baden-Württemberg, D",False,,,2022-05-06,,
1522402572610510849,,,,,,,,,2022-05-06,,
1522591478379204608,,,,,,,,,2022-05-06,,
1522483467052851202,"RT @BeataAnton2: Prezydent Zełenski: Ukraina potrzebuje szybko dołączyć do Unii Europejskiej 🇪🇺 
Jestem za a Wy? 🤞🇺🇦
#Ukraina #UE #Bezpiecz…",pl,9.963071621619958e+17,Kościuszko,"Mazowieckie, Polska",True,,,2022-05-06,,Poland
1522570088506961920,RT @MarcoFattorini: Il cancelliere tedesco Olaf Scholz: «Putin non deve vincere la sua guerra contro l'Ucraina e non vincerà. Ne va della s…,it,628706026.0,Matteo 🇪🇺🇮🇹,"Venezia, Veneto",False,,,2022-05-06,,Italy
1522687269123076096,"RT @Mariia_Zolkina: One of defenders of #Mariupol. #Ukraine has women stronger than steel. How could you even thought #Russia, that you wou…",en,978152845.0,anthony conlon,,False,,,2022-05-06,0.0,
1522620211878416386,,,,,,,,,2022-05-06,,
1522447600925949952,RT @markuspreiss: Gestatten: „Patron.“ Der berühmteste Minensucher der #Ukraine 🇺🇦 #Patron https://t.co/MRu8BV6JfH,de,576829705.0,maggie🇪🇺 #StandWithUkraine 🇺🇦,Europe,False,,,2022-05-06,,
1522543054208618496,,,,,,,,,2022-05-06,,
1522669177043140614,"der #art4peace Friedenskrieger kämpft um das dahin schmelzende friedliche Miteinander #musa #PrayForUkraine May 6, 2022 at 10:06PM",de,1.2211828465697628e+18,Friedenskrieger,,False,,,2022-05-06,,
1522568618923466755,Suggested Read: DevOpsDays Ukraine #StandWithUkraine https://t.co/fx5DBneVbv #devopsish,en,5610072.0,"Chris ""Not So"" Short is Tired 🇺🇸🇺🇦",Greater Detroit Metro Area,False,,,2022-05-06,0.0,Ghana
1522626874333093890,Che poi quando parli di #femminicidi o simili dici anche cose intelligenti. Ma poi spari minchiate sulla… https://t.co/SjmBDGgeQp,it,457399057.0,Chiara,,True,,,2022-05-06,,
