id,text,lang,user_id,user_name,user_location,user_geo_enabled,user_lang,place,date
1540781147789168641,"RT @Blue_Sauron: Ukraine’s 36th Separate Marine Brigade shells Russian positions in the south.
#Russia #Ukraine https://t.co/XoWQgMKqAH",en,1946130338.0,Manuel 🇪🇺 🇺🇦,"Molins de Rei, España",False,,,2022-06-25
1540649065574277121,"RT @GlasnostGone: Divine, sitting on his arse intervention - for those who encourage the slaughter of #Ukrainian men, women and children.",en,1.1257709111169229e+18,SteinVHC,,False,,,2022-06-25
1540522465197277185,"“In other words: trip-wire force not enough, not any more, not after #Bucha. #Russia has demonstrated a spectacular… https://t.co/jBIOHVkv5K",en,2356127598.0,Diplomacy140,"London, England",False,,,2022-06-25
1540761678089924608,RT @UAWeapons: #Ukraine: A Russian MT-LB armored personnel carrier was destroyed by the 93rd Mechanized Brigade of Ukraine recently in the…,en,1.4970856358737183e+18,Marco Disaro 🇮🇹🇪🇺🇺🇦🇺🇸,,False,,,2022-06-25
1540769114200739840,RT @wallacemick: US + #NATO destroyed the Human Rights of the people that live in #Afghanistan for 20 years - They spent 300 million a day…,en,52019316.0,Godfrey Albertyn 🇿🇦 🤡,"Cape Town, South Africa",True,,,2022-06-25
1540640454328594435,,,,,,,,,2022-06-25
1540691814629244929,"Basta Ucraina, siamo stufi di pagare per le loro scelte! Non ne possiamo più! https://t.co/KlsjXJWAbM",it,235955744.0,Lorenza Boenco #FreePalestine,"Venezia, Veneto",True,,,2022-06-25
1540832195631149057,RT @UAWeapons: #Ukraine: A Russian MT-LB armored personnel carrier was destroyed by the 93rd Mechanized Brigade of Ukraine recently in the…,en,1.0158531307123794e+18,ステカセSEXY,,False,,,2022-06-25
1540634467458600961,,,,,,,,,2022-06-25
1540816754712231944,"RT @Gerashchenko_en: Russians badly beat up 70-year old journalist Tetiana Antoniuk in temporarily occupied #Kherson. 
They broke her spine…",en,1.5009290906768302e+18,PeaceLove,,False,,,2022-06-25
1540604789066584064,"RT @Ferdous_19: Day 7 of #100DaysOfSwiftUI  complete! ✅
Learned about swift functions, parameters, and return values.

Practice repo: https…",en,1.0008147556641505e+18,🤖 #100DaysOfCode,☁,False,,,2022-06-25
1540560870799015936,RT @UAWeapons: #Ukraine: Ukrainian Airborne forces hit a Russian supply convoy (Claimed to be carrying ammunition and fuel) with indirect f…,en,2360899440.0,Konstiantin Rensky,"Ukraine, Donetsk",False,,,2022-06-25
1540839218389438465,"RT @MFA_Ukraine: 🇺🇦🇪🇺 #welcomEUkraine!

Granting #Ukraine’s candidacy to EU is a crucial and historic moment for the EU, for Ukraine, and f…",en,1.5019133852057477e+18,janet ramsden,,False,,,2022-06-25
1540790773376880645,,,,,,,,,2022-06-25
1540775701447487488,,,,,,,,,2022-06-25
1540551647042174976,"RT @4UkUnAoW8TCEtSD: The #Ethiopian gov is planning long to kill #Tigray : *nearly 40% arable land fertile land annexed by the Amhara, *2m+…",en,1.4990140044250358e+18,Mebrat,Israel,False,,,2022-06-25
1540607996061192192,""" ตลอดแนวของ Toshkovka-Mirnaya Dolina ทหารช่างรัสเซียพบทุ่นระเบิดและระเบิดจำนวนมากโดยพวกกองทัพยูเครน ""
ปล.ที่คุณกำ… https://t.co/yhuHt0tFib",th,1.3314287345957888e+18,NO WAR 🇺🇦 🤝 🇷🇺,,False,,,2022-06-25
1540609495533076480,"GBP/USD Daily Forecast - Resistance At 1.3745 In Sight
#trading #cryptocurrency #ukraine #binance
https://t.co/R3LGZFeeo5",en,9.166816831344476e+17,Mila playporn,,False,,,2022-06-25
1540793330602237953,RT @KarlAbronsius: In Rom begehen die Mitglieder des Italienischen Parlaments neue Wege um ihren Protest auszudrücken. Einigen Umfragen zuf…,de,1.3000107206801285e+18,🇨🇭Seitanist🇨🇭,,False,,,2022-06-25
1540630417304440834,RT @gatomalofor: @ak2ki_ @ak2ki_  I am so sorry for all the pain and grief that all the beautiful people of #Ukraine️ have been enduring as…,en,9.297918169495347e+17,Marijke DeGroot 🙏✌❤ 🌻,España,False,,,2022-06-25
1540621539669860354,,,,,,,,,2022-06-25
1540489911748513794,"RT @JennyCafarella: Forcing a halt to Russian offensive operations in the East (even a stalemate) would buy time for #Ukraine to regroup, r…",en,65617648.0,Stefan Laurell,Sweden,True,,,2022-06-25
1540711220382052353,,,,,,,,,2022-06-25
1540844018216599552,"RT @wallacemick: Sad that so much of #EU + Media are in #US /#NATO War camp. Are we going to let the Warmongers 
☆ Ensure the Destruction o…",en,1.3522511240368579e+18,logoffbar,Portugal,True,,,2022-06-25
