id,created_at,text,truncated,source,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,possibly_sensitive_appealable,lang,user_id,user_name,user_screen_name,user_location,user_description,user_protected,user_followers_count,user_friends_count,user_listed_count,user_created_at,user_favourites_count,user_utc_offset,user_time_zone,user_geo_enabled,user_verified,user_statuses_count,user_lang,user_contributors_enabled,user_is_translator,user_is_translation_enabled,user_default_profile,user_following,user_follow_request_sent,user_translator_type,user_withheld_in_countries,date,sentiment,country
1513629625846538247,Mon Apr 11 21:26:39 +0000 2022,‘Kopen’ ze #Ukraine niet gewoon? Overal in de #EU namelijk hetzelfde’. https://t.co/aTSmKYLO5w,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,True,0.0,0.0,False,False,False,False,nl,1.3371525582264156e+18,NotNOSnotVRT,criticalviews20,"Davos, Switzerland",Critical views on current affairs🔮 Life’s narrative is set by directed mass media distribution 🎭 ♻️. |This is NOT a perfect storm | 🇨🇭🏦👀,False,898.0,1383.0,1.0,Thu Dec 10 21:50:01 +0000 2020,74380.0,,,False,False,32103.0,,False,False,False,True,False,False,none,[],2022-4-11,,Switzerland
1513359742759944192,Mon Apr 11 03:34:14 +0000 2022,"RT @KSergatskova: This is Iryna before #Russia came to our land. She was learning makeup and had plans. She lived in Bucha. 
This is her ha…",False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,False,29562.0,0.0,False,False,,,en,1.4868072047158477e+18,Joan Edwards,JoanEdw75088679,,,False,1.0,23.0,0.0,Thu Jan 27 21:04:24 +0000 2022,501.0,,,False,False,282.0,,False,False,False,True,False,False,none,[],2022-4-11,0.0,
1513439831153684480,Mon Apr 11 08:52:28 +0000 2022,"RT @EUCouncilTVNews: Doorstep by @BogdanAurescu, Minister of #ForeignAffairs of #Romania, at today's #FAC, in #Luxembourg.
“We will continu…",False,"<a href=""http://google.ca"" rel=""nofollow"">RCNR</a>",,,,,,,,False,7.0,0.0,False,False,,,en,1.266145259718955e+18,Jean-Philippe Lapointe 🏳️‍🌈,Lapointe_JP,,🏳️‍🌈🐶🐺🏋️🎼🌈🔥🤘✌️ B. Ing./B. Eng.,False,533.0,577.0,3.0,Thu May 28 23:12:36 +0000 2020,1750.0,,,False,False,251494.0,,False,False,False,True,False,False,none,[],2022-4-11,0.0,
1513456956450742275,Mon Apr 11 10:00:31 +0000 2022,"RT @kajakallas: The #StandUpForUkraine  campaign just rallied €9.1bn to support people fleeing war in #Ukraine.
 
#Estonia has given 🇺🇦 sub…",False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,False,450.0,0.0,False,False,,,en,1.1257709111169228e+18,SteinVHC,SteinVhc,,,False,432.0,3116.0,0.0,Tue May 07 14:34:35 +0000 2019,92586.0,,,False,False,193354.0,,False,False,False,True,False,False,none,[],2022-4-11,0.0,
1513336803679301635,Mon Apr 11 02:03:05 +0000 2022,#SchwarzwälderBote #Konjunktur #Weltbank #Ukraine #Ukraine Konjunktur: Weltbank: Ukrainisches BIP wird sich 2022 fa… https://t.co/YlqnIZIqP6,True,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,,False,0.0,0.0,False,False,False,False,de,1.5048552106483917e+18,watchbwnews,watchbwnews,,watchBWnews ist ein unabhängiges Nachrichtenarchiv für Bade-Württemberg. Wir informieren euch über alle wichtigen Neuigkeiten aus THE LÄND!,False,7.0,26.0,1.0,Fri Mar 18 16:20:27 +0000 2022,0.0,,,False,False,7498.0,,False,False,False,True,False,False,none,[],2022-4-11,,
1513403230633533441,Mon Apr 11 06:27:02 +0000 2022,#FAZ Der Krieg in der #Ukraine wird grausamer. Die Berichterstattung wird weniger.,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,False,0.0,2.0,False,False,,,de,137102772.0,Peter Schneider,utayara,"Sabadell, Barcelona, Catalunya",,False,34.0,20.0,0.0,Sun Apr 25 20:17:16 +0000 2010,387.0,,,False,False,1526.0,,False,False,False,True,False,False,none,[],2022-4-11,,Spain
1513317671613485063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-4-11,,
1513629828330762241,Mon Apr 11 21:27:27 +0000 2022,"RT @dbroessler: Viele in Deutschland haben Putin in die Hände gespielt, indem sie der Abhängigkeit von russischem Gas Vorschub leisteten. I…",False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,False,335.0,0.0,False,False,,,de,2725589193.0,Yevgen Zinchenko,YevgenZinchenko,Kyiv Ukraine ,,False,3644.0,515.0,24.0,Sat Jul 26 20:42:16 +0000 2014,99693.0,,,False,False,102747.0,,False,False,False,True,False,False,none,[],2022-4-11,,Ukraine
1513465826950660099,Mon Apr 11 10:35:46 +0000 2022,"RT @SWagenknecht: Statt Dland durch immer mehr #Waffenlieferungen immer mehr zum Kriegsteilnehmer zu machen,braucht es endlich eine diploma…",False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,False,1479.0,0.0,False,False,,,de,1.192740823470891e+18,oldpwd,EchoOldpwd,,,False,504.0,806.0,2.0,Fri Nov 08 09:50:03 +0000 2019,37676.0,,,False,False,4186.0,,False,False,False,True,False,False,none,[],2022-4-11,,
1513489263555399684,Mon Apr 11 12:08:54 +0000 2022,"RT @StratcomCentre: We are Ukrainians

#StandWithUkraine https://t.co/LbgcDZqe7H",False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,False,164.0,0.0,False,False,False,False,en,1.0891185359499756e+18,Thomas Hemberger,ThomasHemberge1,"Berlin, Germany",Lebenserfahren,False,296.0,428.0,4.0,Sat Jan 26 11:11:08 +0000 2019,64713.0,,,False,False,18687.0,,False,False,False,True,False,False,none,[],2022-4-11,0.0,Germany
