id,created_at,text,truncated,source,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,possibly_sensitive_appealable,lang,user_id,user_name,user_screen_name,user_location,user_description,user_protected,user_followers_count,user_friends_count,user_listed_count,user_created_at,user_favourites_count,user_utc_offset,user_time_zone,user_geo_enabled,user_verified,user_statuses_count,user_lang,user_contributors_enabled,user_is_translator,user_is_translation_enabled,user_default_profile,user_following,user_follow_request_sent,user_translator_type,user_withheld_in_countries,date,sentiment,country
1513886314264936449,Tue Apr 12 14:26:38 +0000 2022,"RT @olex_scherba: A #RussianArmy intercept.

She: Ok, you can rape those Ukrainian women.
He: Aha. 
She: Just use protection and don’t tell…",False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,False,1976.0,0.0,False,False,,,en,1.500473331060986e+18,Olenka🇺🇦,LevitinaOlena,,I am from Ukraine and I am stress-resistant🇺🇦🌻,False,89.0,99.0,0.0,Sun Mar 06 14:10:07 +0000 2022,9952.0,,,False,False,1293.0,,False,False,False,True,False,False,none,[],2022-4-12,0.125,
1513868136268935171,Tue Apr 12 13:14:24 +0000 2022,"Andreevka (Volnovakha district).

#Ukraine #Russia #TPYXA https://t.co/F169G8DGEC",False,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,False,6.0,26.0,False,False,False,False,cs,200559274.0,ТРУХА⚡️English,TpyxaNews,,🔞+ | Latest information on the current situation happening in Ukraine | ✉️: info@tpyxa.net,False,144113.0,13.0,2092.0,Sat Oct 09 16:25:29 +0000 2010,187.0,,,False,False,21659.0,,False,False,False,False,False,False,none,[],2022-4-12,,
1513724126397190144,Tue Apr 12 03:42:10 +0000 2022,RT @cherifa_youcef: These are not fireworks. These are the forces of the criminal Bashar al-Assad attacking innocent Syrians with rocket la…,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,True,4.0,0.0,False,False,,,en,1.4690480635830067e+18,cheerful58524241,cheerful5852421,,مثل المؤمنين في توادّهم و تراحمهم وتعاطفهم مثل الجسد الواحد إذا اشتكى منه عضو تداعى له سائر الجسد بالسهر و الحمى,False,2005.0,2758.0,2.0,Thu Dec 09 20:56:59 +0000 2021,55161.0,,,False,False,61781.0,,False,False,False,True,False,False,none,[],2022-4-12,0.024999999999999994,
1513754401701339139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-4-12,,
1513875691464450058,Tue Apr 12 13:44:25 +0000 2022,"RT @Danaslewis: #Putin launched a losing and bloody war in #Ukraine 
It was not ""inevitable"" and it was not ""the right thing to do"" by any…",False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,True,1.0,0.0,False,False,,,en,1.428470612872282e+18,Steve,papasteve06,,Scientifically curious father of two.  Been kicking since 72.  Loves beer and classic rock.,False,103.0,185.0,1.0,Thu Aug 19 21:35:20 +0000 2021,9763.0,,,False,False,4873.0,,False,False,False,True,False,False,none,[],2022-4-12,-0.17142857142857146,
1513819471164715009,Tue Apr 12 10:01:01 +0000 2022,"RT @guyverhofstadt: Tens of thousands presumed dead in #Mariupol, kidnappings, mass forced removals.

Meanwhile, 🇪🇺 continues to pay billio…",False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,True,1656.0,0.0,False,False,,,en,354234620.0,Charles Fazackerley,CharlesFazacker,UK,"From Bolton, UK. Moved around a bit with work, now back in UK with wife Lauren & son Seb",False,250.0,1186.0,0.0,Sat Aug 13 10:59:46 +0000 2011,11053.0,,,True,False,3985.0,,False,False,False,True,False,False,none,[],2022-4-12,-0.125,Uganda
1513803612304068608,Tue Apr 12 08:58:00 +0000 2022,Als je moet kiezen tussen het beest en de beschaving. Kies dan niet voor Rusland. https://t.co/eOncavMAiS,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,True,1.0,3.0,False,False,False,False,nl,1281918817.0,Maarten de Lange,RCM_Doherty,Limburg. Altijd Limburg ,We zien wel wat het wordt. Politiek gedreven Crazy Chicken Lady. Iets met betaald advies. Aanstootgevend homoseksueel.,False,2170.0,2707.0,34.0,Wed Mar 20 00:40:52 +0000 2013,36740.0,,,True,False,112246.0,,False,False,False,False,False,False,none,[],2022-4-12,,Belgium
1513856443425902595,Tue Apr 12 12:27:56 +0000 2022,"Secondo il #FattoQuotidiano sarebbe corsa a tre nel 2023 per la guida della #NATO: Draghi, Gentiloni e Letta. Così… https://t.co/jEYtDQ0uVt",True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,False,0.0,0.0,False,False,,,it,1218110546.0,Pier Paolo Cinti,PierCinti,Roma,,False,309.0,1145.0,0.0,Mon Feb 25 11:28:34 +0000 2013,11932.0,,,True,False,9891.0,,False,False,False,True,False,False,none,[],2022-4-12,,Italy
1513730577530331138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-4-12,,
1513749599185514497,Tue Apr 12 05:23:23 +0000 2022,RT @thomasdrozda: Der Außenminister: Ein peinlicher Kasperl,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,True,19.0,0.0,False,False,,,de,753503616.0,Marcus Didius,marcus_didius,Österreich,,False,178.0,842.0,0.0,Sun Aug 12 17:49:21 +0000 2012,105658.0,,,False,False,92365.0,,False,False,False,True,False,False,none,[],2022-4-12,,Austria
