id,text,lang,user_id,user_name,user_location,user_geo_enabled,user_lang,place,date,sentiment,country
1510871380040032258,"RT @MalcolmNance: Shut The Fuck Up, Greenwald. Shut. The. Fuck. Up.",en,885512018.0,Biden/Harris #Democrats2022,,False,,,2022-04-04,-0.4,
1511002062758232067,@KyivIndependent https://t.co/OEH2AAN7mN,qme,391427701.0,gud,,False,,,2022-04-04,,
1511065126459559936,"RT @nuno20EU: Tomorrow: 
73yrs since the signing of the North Atlantic Treaty
#WeAreNATO➕OTAN🔵
#CollectiveDefence #StrongerTogether https:/…",en,2814630924.0,sudeep,Nepal,True,,,2022-04-04,0.0,Nepal
1511040558390812677,RT @CanadaPE: La ministre Joly a annoncé aujourd’hui que le Canada a l’intention d’imposer de nouvelles sanctions en réponse à l’invasion i…,fr,4736119996.0,Canada au Laos,"Vientiane, Laos",False,,,2022-04-04,,Laos
1511082271771615238,"RT @RespectIsVital: BREAKING - @Maxar Satellite imagery shows the civilian bodies in Bucha had been there since at least 19th March.

#Ukra…",en,1.1812568082892431e+18,Jenny Brookfield,,False,,,2022-04-04,-0.3,
1511003662255984646,"RT @RomaniaNATO: Every first Sunday of April, #Romania🇷🇴 celebrates #NATODay. Joining #NATO marked a historic turning point, fulfilling our…",en,8.308884765392323e+17,Will Luem,United States ,True,,,2022-04-04,0.11666666666666665,
1511073062325833732,,,,,,,,,2022-04-04,,
1511115818507149316,RT @lapatina_: An excellent analysis of Russia’s lies.,en,1.1781661237720474e+18,NaNa,Hong Kong,False,,,2022-04-04,1.0,
1510992667487973377,"RT @wolff_ernst: Interview mit Kristina Rieger (""Die Aktionärin""):
#Ukraine #Krieg #Russland #Biden #Putin #Scholz #Baerbock #Ampelkoalitio…",de,1.4529316528423608e+18,Julia,,False,,,2022-04-04,,
1510993476619575298,#BoycottRussia https://t.co/tDmMrXHR0X,qht,2216178884.0,Marjolein/Kaiser 🇪🇺💙💛,Amsterdam,True,,,2022-04-04,,
1511056542413606917,"🇷🇺⚡️🇺🇦 Russian fuel truck captured by #Ukraine’s Armed Forces 

#UkraineRussiaWar https://t.co/SjepdBOy39",en,1.1870266859228078e+18,Breaking News Now,,False,,,2022-04-04,0.0,
1510999397764681728,"RT @MPKretschmer: Gesprächsrunde mit sächsischen Vereinen und weiteren 
Akteuren, die vor dem Krieg fliehende Menschen 
aus der #Ukraine en…",de,866068692.0,Claudia Neumann,"Dresden, Sachsen",False,,,2022-04-04,,Germany
1510980583807102978,RT @GlasnostGone: Goodnight #Ukraine. Here's hoping. https://t.co/c22LaPjXFZ,en,1.5000396530548982e+18,Martin Hubálek,,False,,,2022-04-04,0.0,
1511081734191955968,La guerra è un crimine: https://t.co/KE9jC3KfVR Il governo di Zelensky ha mentito sull'assassinio di Andrea Rocchel… https://t.co/Jy47DlCGpN,it,1.1066135183154628e+18,Sovranità Popolare La rivista,Italy,False,,,2022-04-04,,Italy
1510801706442973185,RT @lesiavasylenko: Concessions to #putin is like willingly stepping into a gas chamber. He will not stop at some territories. He wants #Uk…,en,1.0395574266416252e+18,Dem Media Brainwsh Lie for Power like Russia Media,,False,,,2022-04-04,0.225,
1511050980804407298,,,,,,,,,2022-04-04,,
1511082364960706570,,,,,,,,,2022-04-04,,
1510975904062783490,"RT @avalaina: Touching video. My colleague Dmytro Stretovych, who joined the Ukrainian army, came to his parent's house after the liberatio…",en,19264047.0,Boris Zilberman,"Virginia, USA",True,,,2022-04-04,0.5,United States
1510978323769442308,RT @RNas71: @patricksavalle @georgevanhouts https://t.co/iEPPhyt53a,qme,1.2331182457895404e+18,Agnes,,False,,,2022-04-04,,
1511036718073405442,,,,,,,,,2022-04-04,,
1510849254851584003,,,,,,,,,2022-04-04,,
1511006847771234316,"RT @inNomineSomnium: Fuentes:

✅https://t.co/C8XI1w1wkV

✅https://t.co/4iE28eZRxC

#Ukraine #Rusia #UkraineRussianWar #Ucrania #Bucha #Buch…",es,1.3508445203348152e+18,Михайл 💤,"Assilah, Royaume du Maroc",True,,,2022-04-04,,Morocco
1511090977842380803,"RT @43Hannu: Eurooppalaiset valtiot karkottavat nyt venäläisiä diplomaatteja.

Suomi ei karkota venäläisiä diplomaatteja.

Miksi ei, @Haavi…",fi,21300444.0,Muusa Kostilainen,"Espoo, Suomi",True,,,2022-04-04,,Finland
1510864068504129540,RT @mi6rogue: In #Odessa local criminal gangs have been visiting police &amp; military to reassure them they will never work with the #Russians…,en,2250748363.0,EmaCymru,,False,,,2022-04-04,-0.16666666666666666,
1511007535452635155,"Terrible terrible brutality.
It's important to not look away. In light of the RIA article published earlier we must… https://t.co/sQn6yYXeKF",en,2705108826.0,Alan F,,False,,,2022-04-04,-0.24000000000000005,
1511006834878038019,RT @n_roettgen: Und Deutschland? #Bucha #Ukraine,de,49717074.0,Matthias Scheele,"Mettmann, Germany",True,,,2022-04-04,,Germany
1510880734768254979,RT @wwwojtekk: These are people that live in the west and have access to free media,en,9285512.0,Mat 🇺🇦,London,True,,,2022-04-04,0.2681818181818182,United Kingdom
