id,text,lang,user_id,user_name,user_location,user_geo_enabled,user_lang,place,date,sentiment,country
1549811524553809920,"#FuckPutin 
#FCKPTN https://t.co/yWbqA73Gc5",qht,1.536331953632424e+18,Hans Sars,,True,,The Netherlands,2022-07-20,,The Netherlands
1549594758355492866,,,,,,,,,2022-07-20,,
1549722857894182913,"Art - Art Therapy - Art Activism  https://t.co/fk6ptsMc0T  news and blogs from artists, art therapists, and activis… https://t.co/O1iHQEklOs",en,722028434.0,Creative Arts Space,"Hopewell, Virginia",False,,,2022-07-20,0.0,United States
1549751890363269120,RT @DefenceHQ: Ukrainian Army recruits have arrived in the UK this month where they are being given the skills needed to be effective and l…,en,110228223.0,🌻🇺🇦💙💛𝕵𝖆𝖘𝖒𝖎𝖓𝖊 𝖂𝖔𝖑𝖋𝖊💛💙🇺🇦🌻,"Irving, TX",True,,,2022-07-20,0.6,United States
1549681391637512194,Natürlich... https://t.co/ZPtNU7OiEp,de,1.4638347551919473e+18,How dare you💙🇩🇪,,False,,,2022-07-20,,
1549716726623125504,#Radio_Free_Europe Three Central European Foreign Ministers Make Surprise Trip To Kyiv https://t.co/LiGxdgH82N #Russia,en,1560353168.0,RussiaNews,,False,,,2022-07-20,-0.041666666666666664,
1549902655245410304,"RT @EmbassyofRussia: 🇷🇺🇮🇷🇹🇷 President #Putin: The joint efforts by #Russia, #Iran &amp; #Turkey to facilitate the comprehensive settlement of t…",en,9.961803500397404e+17,AbderRahim,,True,,,2022-07-20,0.0,
1549731685285220353,"RT @OverseasPK2: #imrankhanPTI call, 
Tonight 8pm #LibertyChowk to record a protest against the mafia purchasing your vote. 

Initially pri…",en,1.0090782981593416e+18,Dr Zulfiqar Ahmed,,True,,,2022-07-20,0.0,
1549891174994960384,"RT @damspleet: If you ever wondered how to take apart a Russian R-187-P1 ""Azart"" radio, this time-lapse is for you. Recovered from Russia f…",en,430096982.0,The Angriest Angel,This Side Of Impossible,True,,,2022-07-20,0.0,Turkey
1549605955813273600,"RT @MFA_Ukraine: The @EUDelegationUA, 16 EU Member States, Israel &amp; Switzerland diplomats paid a solidarity visit to #Vinnytsia, where 24 c…",en,1.4971644211684966e+18,JW,Taiwan,False,,,2022-07-20,0.0,
1549813502835032067,RT @Mariana_Betsa: A father reads prayers over the body of his 13 years old son killed today by Russia in Kharkiv #StopRussia #StandWithUkr…,en,1.4960094966358835e+18,✙53r611ꑭ,"Одеса, Україна",False,,,2022-07-20,-0.05,
1549895146266718208,"RT @MinnesotaMaryS: #UkraineUnderSiege
#FreedomForUkraine 🇺🇦
#StandWithUkraine 🇺🇦",und,8.083698050948588e+17,"FeralKats~Vote Blue, Save America",Oregon High Desert,False,,,2022-07-20,,United States
1549750734626983936,"RT @sarahrainsford: This kind of attack now happens almost every day

It’s so terribly frequent, it’s almost as if it’s not ‘news’ anymore…",en,1469919260.0,Kilometer Davis,,True,,,2022-07-20,0.35,
1549847566006861824,"@patriyoTR #Putin #SinanEngin e benzemiş iyice 😁
Sinan Engin de Kuştepe li.😁",tr,9.85524162071552e+17,Adem..𐰑𐰢∶𐰯𐰺𐰞𐰴,İst.❤Amisos❤Amazon❤Termedon,False,,,2022-07-20,,
1549669409723129856,@ecfin https://t.co/EfGscnStbz,qme,1.376226919201579e+18,Bitocin Magazinԍᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,ukraine,False,,,2022-07-20,,Ukraine
1549801659643166720,,,,,,,,,2022-07-20,,
1549732685991628802,"OUT NOW — The Child of #Ukraine based on a true story by @TetyanaWrites!

‘A searing novel of hope, heartbreak and… https://t.co/pf8w3Xih5G",en,574772847.0,bookouture,"London, UK",True,,,2022-07-20,0.4375,United Kingdom
1549612884799488000,Rusi prete: Ruska poruka NATO generalima https://t.co/t9K9NjiP0n #ovan #nato https://t.co/fRMyaSbf9X,und,2538019873.0,Poligraf.News 🇨🇭,"Belgrad, Republik Serbien",True,,,2022-07-20,,Bosnia and Herzegovina
1549699801914155009,@7NewsSydney https://t.co/yLSGXlylOB,qme,1.376226919201579e+18,Bitocin Magazinԍᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,ukraine,False,,,2022-07-20,,Ukraine
1549777526414839809,"RT @Laurie_Garrett: The #Biden admin released intelligence this AM showing that #Russia plans to annex most of Eastern Ukraine, forcing a s…",en,49334899.0,erwyzz,southeastern Florida USA,False,,,2022-07-20,0.5,
1549834542667730949,RT @LlopisMarta95: @KyivIndependent President @ZelenskyyUa : The First Lady... Our... My... First time in the United States Congress. For t…,en,7.387667548438774e+17,Ann Fritz,,False,,,2022-07-20,0.25,
1549805587550113796,"Knives out, panic sets it, Zelensky's government purge https://t.co/EM1KJnf58M via The Duran #borisjohnson #Ukraine… https://t.co/Y0KQbfrv8C",en,835786237.0,Suspended Account,,True,,,2022-07-20,0.0,
1549668711019184128,,,,,,,,,2022-07-20,,
1549833222447579136,"RT @tvp_info: Szef Pentagonu zapowiedział też nowe dostawy systemów HIMARS
#wieszwięcej #Ukraina 🇺🇦🇺🇸 @DeptofDefense #himars
https://t.co/n…",pl,1.516013990215889e+18,Stefania Wyżlic,,False,,,2022-07-20,,
1549717105074896897,"RT @Blue_Sauron: Ukrainian Border Guards during an assault on Russian positions in Kharkiv Oblast.
#Russia #Ukraine https://t.co/jjsLrM323b",en,2250864506.0,Anty bakiewicz Robert,,False,,,2022-07-20,0.0,
1549778314738401285,RT @MFA_Ukraine: FM @DmytroKuleba: ❝There will be no return to business as usual with #Russia in the foreseeable future. As the greatest so…,en,1.5105834400008888e+18,Сергій,,False,,,2022-07-20,0.25,
1549864749948715011,RT @HaliaV4non: More #NATO members should ask for the release of  Julian Assange  @Bundestag already did. The rest of European countries sh…,en,341468259.0,Thorsteinn Arnarson🍀,Blue Planet,False,,,2022-07-20,0.25,Sudan
1549703965863968769,"RT @jabouvier: Le PDG de TOTAL. ""Se passer du gaz Russe , impossible"".....  ""Ns avons des usines en Russie et des contrats signés""
Mmes/MMr…",fr,1.467497574353576e+18,Jean Gabin,,False,,,2022-07-20,,
1549609280369721345,"RT @nexta_tv: A cemetery in occupied #Snizhne, #Donetsk region with a number of nameless graves of local ""defenders of #Donbas"" who have al…",en,1.1463889372435416e+18,kilonpoliisit 🌻🇫🇮🇺🇦🇪🇺🇺🇸🇬🇧🌻,"Helsinki, Finland",True,,,2022-07-20,-0.25,Finland
1549775908986568704,RT @UAWeapons: #Ukraine: A Ukrainian T-72M1 tank was captured by the Russian forces in #Donetsk Oblast. This tank came to Ukraine as part o…,en,68698703.0,John Ramos-Henderson,"Makati City, PH",True,,,2022-07-20,0.0,Philippines
1549632129969143809,@nexta_tv 🤡 This little jester should finally come down to earth ... He got a spank from #Ukraine and still grins ...,en,3050828902.0,Krzysztof Paryła,"Warszawa, Polska",False,,,2022-07-20,-0.11435185185185186,Poland
1549774502904664066,,,,,,,,,2022-07-20,,
1549821664417955841,"RT @TrasElValle_OBC: ""#NoMeDaLaVida"":

https://t.co/SNhgXcdYj7

#COVID19 #Covid_19 #COVIDー19 #Contagio #Positivo #Covid #Ukraine #Russia #T…",und,9.626634991294095e+17,Tras el valle de Aranaz,Lee aquí 👇🏼 el último TEVDA,True,,,2022-07-20,,United States
1549626194554982401,,,,,,,,,2022-07-20,,
1549786834527715328,"RT @Blue_Sauron: Instant cook-off of a Russian main battle tank after being stuck by a Javelin missile in Kharkiv Oblast.

From the recent…",en,2438345050.0,Nike,,False,,,2022-07-20,0.041666666666666664,
1549904881707896832,,,,,,,,,2022-07-20,,
1549869425578463237,"RT @smayasminelif: 🚨DUYUN YALVARIŞIMI…🚨
Çare Olun Çaresizliğime,Görün Acılarımı…
Ne Olur 🤍
Yarın Çok Geç Olabilir…🙏🏻
#TesekkuerlerErdoğan #…",tr,3786657136.0,kahraman özmen,,True,,,2022-07-20,,
1549651515446595585,"#StandWithUkraine https://t.co/gGmaAsQVZB 

Stratcom Centre UA 

Armed Forces of Ukraine by @UkraineArmyForce
A… https://t.co/ZV52RrVeQo",en,1.5005197138347786e+18,Armed Forces of Ukraine Military Army News,,False,,,2022-07-20,0.0,
1549752311580336131,"RT @ErmannoKilgore: Avvisate il Messia #Draghi che dell’Ucraina e di #Zelensky agli italiani non frega un caxxo, non ci fregava un caxxo an…",it,1.4598534551289364e+18,milu,,False,,,2022-07-20,,
1549666242465714176,"RT @Joker__huyaar: #Thunderstorm
#استعفی_دو_اور_گھر_جاو
#11thHour 
#الیکشن_کمشنر_استعفی_دو
#Putin
#پنجاب_تحریک_انصاف_کا
Current situation i…",en,1.4838714492701327e+18,Naseem Anjum,,False,,,2022-07-20,0.0,
1549686478871138304,"RT @ZeroZhvk: ""What kind of a wimp does one have to be to execute commands for such missile strikes against peaceful villages and towns. Ev…",en,1.3141592475555226e+18,anastасія🇺🇦,Proud of Ukraine,True,,,2022-07-20,0.2833333333333333,Ukraine
1549659579507789824,@Gerashchenko_en @alesallusti Great to see good people standing up for what's right! Don't let the fascists win. Fi… https://t.co/gsNxRugK5o,en,1.4979506964441416e+18,MikLinSwe,,False,,,2022-07-20,0.6642857142857144,
1549659473584820225,"RT @EESC_PRESS: ❓Está a melhorar o futuro dos jovens? Ou a ajudar vítimas da guerra na 🇺🇦? 

✍️Candidate-se até 31/7: #CivilSocietyPrize @E…",pt,278264726.0,paco soriano 🇺🇦🇵🇸 🇪🇭,"Valencia, España",True,,,2022-07-20,,Spain
1549899834404077571,RT @Mariana_Betsa: A father reads prayers over the body of his 13 years old son killed today by Russia in Kharkiv #StopRussia #StandWithUkr…,en,29659521.0,Jochen Krause,Zurich,False,,,2022-07-20,-0.05,Switzerland
1549566755873460230,"Putin warns EU that gas supplies could keep dwindling
 Russian President Vladimir Putin said Tuesday it is the West… https://t.co/VPxl5HJs5q",en,1.4895819688577477e+18,Jeo News Officals,United States,False,,,2022-07-20,0.0,
1549665839204499456,RT @kulturjam: Draghi firma l’accordo con la Sonatrach e il paese nordafricano diviene il primo fornitore del nostro paese. Ma c'è un detta…,it,8.59724589152297e+17,Andrea Darti,"Roma, Lazio",False,,,2022-07-20,,Italy
1549732870830317569,"Путин заявил, что если России не вернут турбину для “Северного потока“, поставки газа сократятся вдвое
#Україна… https://t.co/7W5lvHI6qq",ru,1334400780.0,Дмитрий Гордон,Украина,False,,,2022-07-20,,
1549717741308895232,RT @10WallStreet: US needs to take more Risks in #Nazi #Ukraine. #Ukrainians Don't Want the #NATO Agenda To Destroy Their Country🥴😟   https…,en,783046681.0,@10WallStreet,Citizen of The World,False,,,2022-07-20,0.15,
1549846767092523009,"RT @gr_grim: Quindi:

-rinunciamo a 30 mld di m³ di gas l'anno dalla #Russia per averne 4 mld di m³ dall'Algeria;

-il gas algerino ci cost…",it,1901543132.0,P,,True,,,2022-07-20,,
1549803142270820353,RT @GlasnostGone: Goodnight #Ukraine. Stay safe one and all. https://t.co/BIHqYxpOqt,en,1380116300.0,Herbert,,False,,,2022-07-20,0.5,
1549701257371287556,"RT @KuznetsovMedia: Brilliant. #Ukraine intelligence statement on a raid on Snake Island in the Black Sea after #Russia withdrawal. ""Also,…",en,1.4971198801009132e+18,Eduard Apavaloaei,,False,,,2022-07-20,0.3666666666666667,
1549650166516523009,,,,,,,,,2022-07-20,,
1549722035013660675,"Armed Forces of #Ukraine have destroyed a modern radar station of the Russians in the village of Lazurne, Kherson r… https://t.co/Sgi4e5WPt5",en,2922820864.0,UATV English,Ukraine,True,,,2022-07-20,0.2,Ukraine
1549817474065088512,RT @Mariana_Betsa: A father reads prayers over the body of his 13 years old son killed today by Russia in Kharkiv #StopRussia #StandWithUkr…,en,1.0934563213184e+18,Alvis Brazma,,False,,,2022-07-20,-0.05,
1549676370577526789,RT @mikelayestaran: Hilo sobre el eje Iran-Rusia y el papel de Turquia como único puente con Putin... ¿cuál será el precio de Erdogan por e…,es,4875128723.0,Quixoteveillant,,False,,,2022-07-20,,
1549767894594195456,RT @quakes99: Spiking Conversion price signals surging demand for #UF6 to feed western enrichers as west pivots away from #Russia. Next sta…,en,412223087.0,DR,"Cincinnati, OH",False,,,2022-07-20,0.0,United States
1549852299786440705,"RT @Blue_Sauron: Instant cook-off of a Russian main battle tank after being stuck by a Javelin missile in Kharkiv Oblast.

From the recent…",en,1.547949922711769e+18,Ole Volle,,False,,,2022-07-20,0.041666666666666664,
1549833129833254914,,,,,,,,,2022-07-20,,
1549752746504589313,"RT @CimmeroIl: ""The West took a leading position due to plunder of other nations"" - #Putin. ""Only truly sovereign states can show high grow…",en,9.282772690003558e+17,paola 🇮🇹,"Roma, Lazio",True,,,2022-07-20,-0.0225,Italy
1549825319292518401,"RT @KatarzynaSoko17: 💔🖤 #RussiaIsATerroristState
Kochani POMOZMY #UKRAINA Pamietajcie, ze pomagajac im pomagamy rowniez sobie. Jezeli mozec…",pl,8.076804886180004e+17,Aleksandra Wasilewska,,True,,,2022-07-20,,
1549779568692805633,"RT @UkrMole: ‼️🇺🇦Dan Reynolds, lead singer of @Imaginedragons, remembered Ukrainian children murdered by Russia, at a concert in Germany.…",en,183177071.0,Aₙdₑᵣₛ,,True,,,2022-07-20,0.0,
