id,created_at,text,truncated,source,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,possibly_sensitive_appealable,lang,user_id,user_name,user_screen_name,user_location,user_description,user_protected,user_followers_count,user_friends_count,user_listed_count,user_created_at,user_favourites_count,user_utc_offset,user_time_zone,user_geo_enabled,user_verified,user_statuses_count,user_lang,user_contributors_enabled,user_is_translator,user_is_translation_enabled,user_default_profile,user_following,user_follow_request_sent,user_translator_type,user_withheld_in_countries,date,sentiment,country
1508568958714195972,Mon Mar 28 22:17:22 +0000 2022,RT @CivicSolidarity: “We can no longer afford to separate and marginalize human dimension. The state that systemically disregards human rig…,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,False,33.0,0.0,False,False,,,en,7.652581366262907e+17,Linda F Aubel-Edick,aubel_f,,,False,798.0,1179.0,5.0,Mon Aug 15 18:45:32 +0000 2016,335381.0,,,False,False,225545.0,,False,False,False,True,False,False,none,[],2022-3-28,0.0,
1508569886548803586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-3-28,,
1508568911251484672,Mon Mar 28 22:17:10 +0000 2022,"RT @AmbRusFrance: 🇷🇺💬Commentaire de Maria Zakharova, porte-parole du Ministère des Affaires étrangères de la Fédération de #Russie,sur le v…",False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,False,21.0,0.0,False,False,,,fr,7.109559104919798e+17,diabolo 🥕🥕🥕,diabolo741,France  Bretagne,Adhérent UPR,False,2396.0,3389.0,47.0,Fri Mar 18 22:27:52 +0000 2016,382260.0,,,False,False,532206.0,,False,False,False,True,False,False,none,[],2022-3-28,,France
1508359290280681474,Mon Mar 28 08:24:13 +0000 2022,@BrexitBuster #Putin’s stooge,False,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.508355225127637e+18,8.48911132496724e+17,BrexitBuster,,,,,False,3.0,5.0,False,False,,,en,15389395.0,Huw Evans #Annibyniaeth 🏴󠁧󠁢󠁷󠁬󠁳󠁿 #FBIW #FBPE #FBPPR,wildkippers,Cymru,Fellow citizen passionate about democratic engagement and progressive socialism,False,3877.0,4970.0,3.0,Fri Jul 11 08:59:40 +0000 2008,125999.0,,,True,False,107255.0,,False,False,False,True,False,False,none,[],2022-3-28,0.0,
1508435942998253580,Mon Mar 28 13:28:48 +0000 2022,@naretevduorp @ViewFromWise #StopTheWalkBack: #VladimirPutin loss #Afghanistan and can't bomb #Ukraine into submiss… https://t.co/qtlwLlHFuP,True,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.5081323651886735e+18,2567365058.0,naretevduorp,,,,,False,0.0,0.0,False,False,,,en,24547879.0,toni tyler,iamcricket,,. . . penchant for truth . . .,False,349.0,958.0,27.0,Sun Mar 15 16:46:12 +0000 2009,52.0,,,False,False,34654.0,,False,False,False,True,False,False,none,[],2022-3-28,0.0,
1508241711398637568,Mon Mar 28 00:37:00 +0000 2022,"Ukraine now for youtube💔🇺🇦
🔴https://t.co/wYIovfKdf8⬅️
.
 #UkraineRussianWar #UkraineWar #ukrainewarnews #Ukraine… https://t.co/zsBSO6yi6D",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,True,0.0,0.0,False,False,False,False,en,1.2640924869365268e+18,Ukraine now 💔🇺🇦,Ukraine_nw,,"Ukraine 💔🇺🇦
#ukrainewar #ukrainerussia",False,272.0,510.0,3.0,Sat May 23 07:15:16 +0000 2020,9317.0,,,True,False,2125.0,,False,False,False,True,False,False,none,[],2022-3-28,0.0,
1508557846367059972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-3-28,,
1508476251450789891,Mon Mar 28 16:08:59 +0000 2022,"RT @dupontaignan: L'#Ukraine consent enfin à poser sa ""neutralité"" sur la table des négociations. Je me réjouis d'une avancée que je réclam…",False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,True,110.0,0.0,False,False,,,fr,8.48842186061992e+17,Zorro600,RetraiT_Taxai,http://compte-a-rebours-emmanu,"#DégagezEnMarche
#HalteAuPrivilegePress
#AvecLesCheminots
#AntiBashingSNCF
#ZadHopital
#ZadSncf
#Covid19
#PoseTaPhilippade
#RipouxBliqueEnMarche
#GouverNouMen",False,1151.0,1566.0,8.0,Mon Apr 03 10:18:42 +0000 2017,119666.0,,,False,False,182852.0,,False,False,False,False,False,False,none,[],2022-3-28,,
1508365386542202884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-3-28,,
1508461332911304710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-3-28,,
