id,created_at,text,truncated,source,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,possibly_sensitive_appealable,lang,user_id,user_name,user_screen_name,user_location,user_description,user_protected,user_followers_count,user_friends_count,user_listed_count,user_created_at,user_favourites_count,user_utc_offset,user_time_zone,user_geo_enabled,user_verified,user_statuses_count,user_lang,user_contributors_enabled,user_is_translator,user_is_translation_enabled,user_default_profile,user_following,user_follow_request_sent,user_translator_type,user_withheld_in_countries,date,sentiment,country
1499398442560356364,Thu Mar 03 14:57:00 +0000 2022,"RT @BryanDawsonUSA: WANTED

Russian businessman Alex Konanykhin places $1 MILLION bounty on Vladimir Putin’s head, calling it his “moral du…",False,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,False,329.0,0.0,False,False,,,en,9.615842774262006e+17,AmericanValues 🇺🇸🇺🇸🇺🇸,AmericanValues6,"Michigan, USA","Our world is not divided by race, color, gender, or religion. It is divided by wise people & fools who divide themselves by race, color, gender, & religion.",False,1857.0,2401.0,1.0,Thu Feb 08 12:55:31 +0000 2018,62838.0,,,False,False,55117.0,,False,False,False,True,False,False,none,[],2022-3-3,0.0,United States
1499241761277116419,Thu Mar 03 04:34:25 +0000 2022,"RT @Pardeep85730666: @SaintRampalJiM 
No Solution With War. We Need #StopWar and Solve the issues different methods.

Sant Rampal Ji Mahara…",False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,False,15.0,0.0,False,False,,,en,1.2852454383799542e+18,Rajbir Singh,RajbirS15773683,,Rajbir Singh,False,409.0,843.0,0.0,Mon Jul 20 16:09:50 +0000 2020,59058.0,,,False,False,63923.0,,False,False,False,True,False,False,none,[],2022-3-3,0.0,
1499356916568379395,Thu Mar 03 12:12:00 +0000 2022,:) https://t.co/2aKCjLaOwo,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,True,0.0,0.0,False,False,False,False,qst,1.4778848396258468e+18,Levente Fejes,levente_fejes,"Kecskemét, Magyarország","#wintersportfan
#ski",False,0.0,5.0,0.0,Mon Jan 03 06:09:55 +0000 2022,43.0,,,False,False,71.0,,False,False,False,True,False,False,none,[],2022-3-3,,
1499369430735888388,Thu Mar 03 13:01:43 +0000 2022,"RT @FCDOHumanRights: “A strong democracy relies on access to diverse and reliable sources of news and information, so that members of socie…",False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,True,11.0,0.0,False,False,,,en,2519060833.0,Philippe Rodriguez,PhilARodriguez,,Digital Tech Policy @CanadaFP | Prof of Practice @McMasterU | DPhil @UniofOxford | Previous: @PrivyCouncilCA @YaleLawSch,False,774.0,333.0,14.0,Sat May 24 00:38:33 +0000 2014,2574.0,,,False,True,1522.0,,False,False,False,True,False,False,none,[],2022-3-3,0.4333333333333333,
1499300810512949248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-3-3,,
1499210663826276360,Thu Mar 03 02:30:50 +0000 2022,A chi dobbiamo credere sui conteggi di morti e feriti nella guerra tra Russia e Ucraina #dobbiamo #credere… https://t.co/9YLdaZqsIA,True,"<a href=""https://desolate-dusk-12138.herokuapp.com/"" rel=""nofollow"">BNotizieBeastBot</a>",,,,,,,,False,0.0,0.0,False,False,False,False,it,27007409.0,Parliamo di…,ParliamoDiNews,Italy,#notizie #gossip #televisione #misteri #controinformazione https://t.co/OTQU3mu7WM,False,1329.0,1228.0,27.0,Fri Mar 27 13:54:32 +0000 2009,13.0,,,False,False,1097081.0,,False,False,False,False,False,False,none,[],2022-3-3,,Italy
1499394234352222210,Thu Mar 03 14:40:17 +0000 2022,"RT @kitty_donaldson: NEW: Russia's intelligence agency, the Federal Security Service, has drafted plans for public executions in #Ukraine a…",False,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,False,18372.0,0.0,False,False,,,en,8.261401336321761e+17,Gina,Saffiya_Khan1,,Against the mass infection and disabling of the population by SARS-CoV-2,False,13820.0,8687.0,49.0,Mon Jan 30 18:48:51 +0000 2017,526865.0,,,False,False,400745.0,,False,False,False,True,False,False,none,[],2022-3-3,0.06818181818181818,
1499176951722147840,Thu Mar 03 00:16:53 +0000 2022,"RT @AlexKokcharov: In #StPetersburg, #Russia, the police detained a well-known survivor of the Siege of Leningrad Yelena Osipova at an anti…",False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,False,47012.0,0.0,False,False,,,en,9.372122962874737e+17,Oliver Bräuner 🇩🇪🇪🇺,oliverbraeuner,"Berlin, Deutschland",European. Sinologist. Diplomat. Here (of course) privately.,False,79.0,221.0,1.0,Sun Dec 03 06:49:58 +0000 2017,1857.0,,,True,False,189.0,,False,False,False,True,False,False,none,[],2022-3-3,0.0,Germany
1499529801564098560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-3-3,,
1499197522161676291,Thu Mar 03 01:38:37 +0000 2022,"#StopWar
प्रथम विश्व युद्ध (1914-1918) लगभग 4 साल से अधिक समय तक चला। जिसमें लगभग 10 करोड़ व्यक्तियों की मौत के अला… https://t.co/7G4NT5sibu",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,False,1.0,1.0,False,False,False,False,hi,1.3890317065569772e+18,🌿🕊️🙏𝓜𝓪𝓷𝓲𝓼𝓱 𝓚𝓾𝓶𝓪𝓻🙏🕊️🌿,satlokHans1,"Bihar, India","*🌹सत् साहिब जी🌹*
♥️उत्तर दक्षिण पूर्व पश्चिम, फिरता दाने-दाने नू। सर्व कला सतगुरु साहिब की* 🙏🌹🌺~हरी आये हरयाणे नू 🌺😊🌹🙏*",False,102.0,56.0,0.0,Mon May 03 01:39:14 +0000 2021,5427.0,,,True,False,7687.0,,False,False,False,True,False,False,none,[],2022-3-3,,India
